2023,2024,2025,2026,2027,2028,2029,2030
0.030899430443841247,0.030899430443841247,0.030899430443841247,0.030899430443841247,0.030899430443841247,0.030899430443841247,0.030899430443841247,0.030899430443841247
-0.0655444911255012,-0.0655444911255012,-0.0655444911255012,-0.0655444911255012,-0.0655444911255012,-0.0655444911255012,-0.0655444911255012,-0.0655444911255012
12.162978142240224,12.162978142240224,12.162978142240224,12.162978142240224,12.162978142240224,12.162978142240224,12.162978142240224,12.162978142240224
0.27865795202305765,0.27865795202305765,0.27865795202305765,0.27865795202305765,0.27865795202305765,0.27865795202305765,0.27865795202305765,0.27865795202305765
0.13504388580437698,0.13504388580437698,0.13504388580437698,0.13504388580437698,0.13504388580437698,0.13504388580437698,0.13504388580437698,0.13504388580437698
0.07852940463063618,0.07852940463063618,0.07852940463063618,0.07852940463063618,0.07852940463063618,0.07852940463063618,0.07852940463063618,0.07852940463063618
0.002021465957842139,0.002021465957842139,0.002021465957842139,0.002021465957842139,0.002021465957842139,0.002021465957842139,0.002021465957842139,0.002021465957842139
4.401021288931513,4.401021288931513,4.401021288931513,4.401021288931513,4.401021288931513,4.401021288931513,4.401021288931513,4.401021288931513
0.09189949728122393,0.09189949728122393,0.09189949728122393,0.09189949728122393,0.09189949728122393,0.09189949728122393,0.09189949728122393,0.09189949728122393
0.10310457617945978,0.10310457617945978,0.10310457617945978,0.10310457617945978,0.10310457617945978,0.10310457617945978,0.10310457617945978,0.10310457617945978
0.10103085648508348,0.10103085648508348,0.10103085648508348,0.10103085648508348,0.10103085648508348,0.10103085648508348,0.10103085648508348,0.10103085648508348
0.10316455284993431,0.10316455284993431,0.10316455284993431,0.10316455284993431,0.10316455284993431,0.10316455284993431,0.10316455284993431,0.10316455284993431
0.10507238424129905,0.10507238424129905,0.10507238424129905,0.10507238424129905,0.10507238424129905,0.10507238424129905,0.10507238424129905,0.10507238424129905
0.1140213717992955,0.1140213717992955,0.1140213717992955,0.1140213717992955,0.1140213717992955,0.1140213717992955,0.1140213717992955,0.1140213717992955
0.006792696234878548,0.006792696234878548,0.006792696234878548,0.006792696234878548,0.006792696234878548,0.006792696234878548,0.006792696234878548,0.006792696234878548
0.0304519880420262,0.0304519880420262,0.0304519880420262,0.0304519880420262,0.0304519880420262,0.0304519880420262,0.0304519880420262,0.0304519880420262
-0.04944713076283591,-0.04944713076283591,-0.04944713076283591,-0.04944713076283591,-0.04944713076283591,-0.04944713076283591,-0.04944713076283591,-0.04944713076283591
0.10208477089534895,0.10208477089534895,0.10208477089534895,0.10208477089534895,0.10208477089534895,0.10208477089534895,0.10208477089534895,0.10208477089534895
0.11108907494256659,0.11108907494256659,0.11108907494256659,0.11108907494256659,0.11108907494256659,0.11108907494256659,0.11108907494256659,0.11108907494256659
0.7571365832983528,0.7571365832983528,0.7571365832983528,0.7571365832983528,0.7571365832983528,0.7571365832983528,0.7571365832983528,0.7571365832983528
17.788657952028036,17.788657952028036,17.788657952028036,17.788657952028036,17.788657952028036,17.788657952028036,17.788657952028036,17.788657952028036
